Poem ID,Title,Text,Speaker
A22,Anglerfish,"She was never meant to rise.
She was never meant to be seen.
She was made for the quiet
Where the weight of the world
Sat heavy on her bones,
Where hunger curled itself around her ribs
Like an old lover.
She was taught to be small,
To live in the spaces between teeth,
To glow just enough to be seen,
But never enough to be noticed.
She learned early
That the world was not built for her,
That her voice was an echo in a place
Where silence was the only song
Allowed to be sung.
Still,
She carried her light.
A dim and desperate thing.
A light pulled from her marrow,
A lie she told herself
So she could keep moving.
A glow that would not offend,
Would not reach too far,
Or dare to be more
Than what was given to her.
A burning thing she never asked for,
A borrowed star from a sky
She didn’t have the right to meet.
Then one day she looked up.
There was.. something else?
A greater light.
A sun she did not have to create.
A light that did not beg
Did not shrink,
Did not ask for permission to exist.
A glow so vast it could split her open,
Fill the hollow places inside her
And she wanted it.
God help her but she wanted it.
So she rose.
Fins like torn hands clawing upwards,
The weight of the ocean peeling from her
Like old skin,
Her ribs cracking under the joy of it.
The awful, beautiful joy of it.
The water grew thin, brittle, wrong.
Her bones begged to turn back
But she had seen too much dark.
She clawed her way through the deep,
Past the ghosts of those who never tried
Or those who settled for hunger.
Past the weight of history gnashing its teeth.
She rose past the crushing weight,
Past the world that told her to stay small,
To stay hidden,
To stay grateful
For the darkness she was given.
She rose though it was agony.
Though it pulled the breath from her lungs,
Though her body buckled and bent,
Though the fear of being seen
Burned through her ribs.
She rose though the pressure
That had once held her together,
Was now tearing her apart.
Though every instinct howled
Turn back, turn back, turn back.
She rose because for once in her life
She wanted to believe.
Because she had to believe
That there was something more than this.
And finally,
She broke through the surface,
She gasped,
And the air..
Tore through her like a blade.
There was no mercy here.
No embrace.
No warmth.
Just the searing indifference of a world
That had never been made for her.
The sun did not love her.
It did not welcome her.
It did not reach for her
Or whisper her name,
It simply burned.
She had been told she could rise
But no one had told her
That the light does not make room
For those who were born in the dark.
It had called her forth
Not as a savior,
But as a witness.
Just to show her all she would never have.
So she simply floated there,.
Dying.
Breathing something
She was never meant to taste.
Drowning in the open air.
She choked.
She fell.
The deep took her back
But not as she was.
The dark was no longer home,
The light never was.
And yet,
She had seen.
And that,
Was the cruelest part of all.",Third-Person
A23,The Husk,"In your heart’s murk
an anglerfish grins—
deep-trench snare of want,
teeth like stitched confessions.
It lures with twitchlight,
gulps with the hush of depth,
entangling
in the blood-lit dark
among the husk
of who you are.",Second-Person
A24,Bioluminescence ,"There’s a dark so deep beneath the sea the creatures beget their own
light. This feat, this fact of adaptation, I could say, is beautiful

though the creatures are hideous. Lanternfish. Hatchetfish. Viperfish.
I, not unlike them, forfeited beauty to glimpse the world hidden

by eternal darkness. I subsisted on falling matter, unaware
from where or why matter fell, and on weaker creatures beguiled

by my luminosity. My hideous face opening, suddenly, to take them
into a darkness darker and more eternal than this underworld

underwater. I swam and swam toward nowhere and nothing.
I, after so much isolation, so much indifference, kept going

even if going meant only waiting, hovering in place. So far below, so far
away from the rest of life, the terrestrial made possible by and thereby

dependent upon light, I did what I had to do. I stalked. I killed.
I wanted to feel in my body my body at work, working to stay

alive. I swam. I kept going. I waited. I found myself without meaning
to, without contriving meaning at the time, in time, in the company

of creatures who, hideous like me, had to be their own illumination.
Their own god. Their own genesis. Often we feuded. Often we fused

like anglerfish. Blood to blood. Desire to desire. We were wild. Bewildered.
Beautiful in our wilderness and wildness. In the most extreme conditions

we proved that life can exist. I exist. I am my life, I thought, approaching
at last the bottom of the sea. It wasn’t the bottom. It wasn’t the sea.",First-Person
A25,,"One thousand below the touch of light,
Floating through the abyss in the constant night.
Encroached in darkness, destined to dwell alone,
Misunderstood, this creature of the unknown.
Past the tenebrous void, she knows there is something higher, 
But the price of sight is a life for the celestial fire.
As she reaches the surface she meets a light different to her own,
It was so beautiful, and she would have never known.
The awakening, that obscurity isn’t the only realm unfurled,
As her consciousness fades to darkness, she’s illuminated to the world.",Third-Person
A26,anglerfish,"this is the midnight zone 
where you could float for a lifetime 
in blue and never even realise
you'd been born, 
not recognising your form or any other,
or contemplating breath 
in this perfect improbable silence -
this crushing expanse 
where everything is bright and dim
and possible",Second-Person
A27,Angler Fish,"In the deep dark trenches,
Strange creatures abide.
Many with such a ghastly appearance,
Most would avert their eyes.
But they don’t hide.
They create their light from inside.
They reveal themselves with great pride.
So please I beg you,
Follow their lead. Don’t let your light die.",Third-Person
A28,,"i’ve lived my life in fathoms deep
now as i lay me down to sleep
one wish inside my heart to keep -

to see what lies above….

so heavy, blind my dying eyes
a struggle as i try to rise!
but then
the warmth
i realize

is this what i dreamt of ?

the depths of Hell i leave behind!
Could this be Light?!
am i Not blind ?
the Heaven that i hoped to find

i’d just heard stories of…

n as my final breaths i take
Determined, me - the surface break!
the water droplets
rainbows make

the Sun…

a glimpse

of Love!

❤️",First-Person
A29,,"God is a fish
in her own church.
The water
is black. Signs
become what
they signify.
They will
drown you
rather than feed you.
It is only
by our own light we see—
and also the sun.",Third-Person
A30,,"I see you.
You beautiful monstrous creature.

Open jawed, open eyed
petite and delicate, resolute in your own right
Swimming against your very nature.
Determined to see light.

And I ask myself
“Is there any hope of seeing light that is not
tied to our own deaths?”",Second-Person
A31,Anglerfish,"How bright her headlight shone the way, in waters like a starless sky.
How she floated up like that toward celestial light she did not make
to find the source calling her home, a long journey to finish the darkest life
in the warmth of the sun.

How she would go it alone. We cannot presume her capacity to understand, we
can only witness her ambling gloriously to the surface, leaving the depths she was
born into with the final few flaps of her fins and wonder why it is we weep for her
lonely, dark little life.",Third-Person
A32,,"Did she feel it,
Do you think?

Did she swallow up the long forbidden sun
And drink the dazzling daylight?

Surely, death is not cold like the deep;

It is golden and rich,
And soaked in a spectacle of color.

When facing her end,
Hiding from nothing
And hunting for naught,

I know, for a moment,
She felt it.",Third-Person
A33,The Angler Fish,"My whole life I've lit my own path...
finding the strength to keep my light on is so hard...
until I saw a world with endless lights...
Maybe now I can finally rest
And go into the light...
And for once, it wasn't made by me...",First-Person
A34,,"to know she didn’t die alone,
that when the right hearts meet
not even the darkest depths
can keep them apart

to know that real love
becomes a part of us,
shares a heartbeat,
a bloodstream,

that on her very last day
guided her whole life
by a solitary light,

she finally took her lover
to see the sun.",Third-Person
A35,Angler Fish,"ON HER FINAL DAY UPON THIS EARTH,
SHE ROSE FROM THE DEPTHS,
SWIMMING TOWARD THE SURFACE
TO WITNESS THE LIGHT—
ONE SHE NO LONGER NEEDED TO CREATE,
BUT COULD FINALLY EMBRACE.",Third-Person
A36,The Bright Unknown,"Somewhere, off the coast of Tenerife, Spain 
an anglerfish outgrew the darkness, welcomed 
death with a saw-tooth grin and swam inside 
a current traveling to the land of light. 

Its body releasing the pressure of everything 
it held onto for its survival, becoming weightless, 
then breathless, then nothing but a life exiting 
one world into another. 

What we witnessed, was ourselves, 
remembering that we’re all floating 
toward the bright unknown.",First-Person
A37,The Anglerfish,"We can’t know what pulled the anglerfish
up from the darkest waters.

Maybe she was injured;
maybe she got caught in a warm current;
maybe she swallowed a fish with a gas gland,
soaring, like Icarus, too close to the sun.

Or, maybe, after a lifetime of shadow,
where survival is quiet and lonely,
she couldn’t help but drift
toward the shimmer of something more.

Who are we to decide anything at all
about the little daredevil? And anyway,
what does it matter?

Sometimes we must let hope
win out over logic—
draw meaning from the depths
because we need to believe that
even at great cost,
there’s purpose in the rising.",First-Person
A38,Be your own lightbringer,"Little is known about the dark.
How even the smallest light is often dangerous or smudged
out by the endless depths.

One must look longing into the abyss with hope.
Desperately searching for a poetic ending.
Knowing you will one day have to force your way through
the depths to be your own Lightbringer.

No one is looking out for you; in this moment it is your
journey alone.
And when you get there, you will bathe in all the love and
light this dark world has to offer.

Until then...... adapt to see in the murky jet-black tragedy
that is human existence.",Second-Person
A39,We are all like the anglerfish,"We're like the anglerfish, you see.
Searching for light in the endless sea.
Though lost in the dark,we still ignite,
Yearning for truth, a distant light.
With the hooks we cast, a hopeful gleam,
Chasing meaning, chasing dreams.
In darkness, we reach for the sky.
There's no way we could fall, so we'll learn to fly.",First-Person
